date,repo,type,event,number,actor,title,url
2026-06-10,fullsend,pr,reviewed_external,2069,eedri,"ci: add codecov configuration",https://github.com/fullsend-ai/fullsend/pull/2069
2026-06-03,fullsend,pr,reviewed_external,1816,Dharit13,"docs: add ADR 0043 for GitLab support via webhook bridge",https://github.com/fullsend-ai/fullsend/pull/1816
2026-05-27,fullsend,pr,reviewed_external,1506,gklein,"Add acli (Atlassian CLI) to sandbox image",https://github.com/fullsend-ai/fullsend/pull/1506
2026-05-28,fullsend,pr,reviewed_external,1506,mysticgohan1,"Add acli (Atlassian CLI) to sandbox image",https://github.com/fullsend-ai/fullsend/pull/1506
2026-05-21,fullsend,pr,reviewed_external,1265,deboer-tim,"docs(#1264): document required GCP IAM roles for mint provisioning",https://github.com/fullsend-ai/fullsend/pull/1265
2026-05-21,fullsend,pr,reviewed_external,1265,deboer-tim,"docs(#1264): document required GCP IAM roles for mint provisioning",https://github.com/fullsend-ai/fullsend/pull/1265
2026-05-21,fullsend,pr,reviewed_external,1265,deboer-tim,"docs(#1264): document required GCP IAM roles for mint provisioning",https://github.com/fullsend-ai/fullsend/pull/1265
2026-05-19,fullsend,pr,reviewed_external,1179,deboer-tim,"docs(guides): add building custom agents guide",https://github.com/fullsend-ai/fullsend/pull/1179
2026-04-27,fullsend,pr,reviewed_external,390,gbenhaim,"Add dispatching to support easy adding/replacement of agents",https://github.com/fullsend-ai/fullsend/pull/390
2026-04-27,fullsend,pr,reviewed_external,390,gbenhaim,"Add dispatching to support easy adding/replacement of agents",https://github.com/fullsend-ai/fullsend/pull/390
2026-04-27,fullsend,pr,reviewed_external,390,gbenhaim,"Add dispatching to support easy adding/replacement of agents",https://github.com/fullsend-ai/fullsend/pull/390
2026-04-08,fullsend,pr,reviewed_external,205,arewm,"Add ADR for credential isolation",https://github.com/fullsend-ai/fullsend/pull/205
2026-04-09,fullsend,pr,reviewed_external,205,arewm,"Add ADR for credential isolation",https://github.com/fullsend-ai/fullsend/pull/205
2026-04-06,fullsend,pr,reviewed_external,118,gbenhaim,"docs: mention oidcx for scoped tokens",https://github.com/fullsend-ai/fullsend/pull/118
2026-08-04,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-05,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-04,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-04,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-04,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-05,agents,pr,reviewed_external,650,deboer-tim,"docs(#648): add OpenShell network policy configuration guide",https://github.com/fullsend-ai/agents/pull/650
2026-08-04,agents,pr,reviewed_external,567,deboer-tim,"feat(#1754): add TRIAGE_AUTO_CODE configuration for ready-to-code",https://github.com/fullsend-ai/agents/pull/567
2026-08-04,agents,pr,reviewed_external,533,deboer-tim,"fix(#531): allow encoded slashes in npmjs policy for scoped packages",https://github.com/fullsend-ai/agents/pull/533
2026-07-28,agents,pr,reviewed_external,498,benoitf,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-28,agents,pr,reviewed_external,498,deboer-tim,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-29,agents,pr,reviewed_external,498,benoitf,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-29,agents,pr,reviewed_external,498,benoitf,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-28,agents,pr,reviewed_external,498,deboer-tim,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-28,agents,pr,reviewed_external,498,benoitf,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-29,agents,pr,reviewed_external,498,benoitf,"docs(#419): add custom sandbox image guidance to code and fix agent docs",https://github.com/fullsend-ai/agents/pull/498
2026-07-23,agents,pr,reviewed_external,389,deboer-tim,"docs(#345): prioritize user-focused documentation",https://github.com/fullsend-ai/agents/pull/389
2026-07-23,agents,pr,reviewed_external,389,deboer-tim,"docs(#345): prioritize user-focused documentation",https://github.com/fullsend-ai/agents/pull/389
2026-07-23,agents,pr,reviewed_external,389,deboer-tim,"docs(#345): prioritize user-focused documentation",https://github.com/fullsend-ai/agents/pull/389
2026-04-06,fullsend,pr,opened_core,188,ifireball,"docs: design spec for static fullsend admin installation SPA",https://github.com/fullsend-ai/fullsend/pull/188
2026-04-06,fullsend,pr,opened_core,187,ralphbean,"feat(agents): add retro agent and supporting skills",https://github.com/fullsend-ai/fullsend/pull/187
2026-04-06,fullsend,pr,opened_core,186,maruiz93,"Credential isolation for sandboxed agents",https://github.com/fullsend-ai/fullsend/pull/186
2026-04-06,fullsend,pr,opened_core,183,ascerra,"Add Slack notification workflow for merged ADR changes",https://github.com/fullsend-ai/fullsend/pull/183
2026-04-06,fullsend,pr,opened_core,182,ifireball,"docs: ADR 0015 docs/normative/ convention + writing-adrs skill",https://github.com/fullsend-ai/fullsend/pull/182
2026-04-07,fullsend,pr,opened_core,202,ralphbean,"docs: add issue type requirement to filing-issues skill",https://github.com/fullsend-ai/fullsend/pull/202
2026-04-07,fullsend,pr,opened_core,201,ascerra,"ADR-0024 harness definitions",https://github.com/fullsend-ai/fullsend/pull/201
2026-04-07,fullsend,pr,opened_core,198,ascerra,"fix: use pull_request_target for Slack ADR notification",https://github.com/fullsend-ai/fullsend/pull/198
2026-04-07,fullsend,pr,opened_core,194,ascerra,"Rename implementation agent to code agent across the repo",https://github.com/fullsend-ai/fullsend/pull/194
2026-04-07,fullsend,pr,opened_core,193,ralphbean,"fix: org secret visibility, e2e Makefile, redirect_url regression tests",https://github.com/fullsend-ai/fullsend/pull/193
2026-04-07,fullsend,pr,opened_core,192,ralphbean,"fix: e2e Makefile session path + redirect_url regression tests",https://github.com/fullsend-ai/fullsend/pull/192
2026-04-07,fullsend,pr,opened_core,191,ascerra,"fix: notify-adr-slack silently passed despite gh pr diff failure",https://github.com/fullsend-ai/fullsend/pull/191
2026-04-07,fullsend,pr,opened_core,190,ralphbean,"test: add regression tests for redirect_url in manifest JSON",https://github.com/fullsend-ai/fullsend/pull/190
2026-04-07,fullsend,pr,opened_core,189,ascerra,"Add code agent definition and skill",https://github.com/fullsend-ai/fullsend/pull/189
2026-04-08,fullsend,pr,opened_core,208,ben-alkov,"feat: code agent automation layer",https://github.com/fullsend-ai/fullsend/pull/208
2026-04-08,fullsend,pr,opened_core,207,maruiz93,"Add CONTRIBUTING.md and /renumber-adr skill",https://github.com/fullsend-ai/fullsend/pull/207
2026-04-08,fullsend,pr,opened_core,206,maruiz93,"ADR 0018: Scripted pipeline for multi-agent orchestration",https://github.com/fullsend-ai/fullsend/pull/206
2026-04-08,fullsend,pr,opened_core,205,maruiz93,"Add ADR for credential isolation",https://github.com/fullsend-ai/fullsend/pull/205
2026-04-08,fullsend,pr,opened_core,204,waynesun09,"fix: remove hardcoded GCP project name from experiment",https://github.com/fullsend-ai/fullsend/pull/204
2026-04-08,fullsend,pr,opened_core,203,waynesun09,"experiment: Hermes-inspired security patterns evaluation",https://github.com/fullsend-ai/fullsend/pull/203
2026-04-09,fullsend,pr,opened_core,215,ralphbean,"Add inference provider credential provisioning (Vertex AI)",https://github.com/fullsend-ai/fullsend/pull/215
2026-04-09,fullsend,pr,opened_core,211,rh-hemartin,"Add stale workflow to handle stale issues and PRs",https://github.com/fullsend-ai/fullsend/pull/211
2026-04-09,fullsend,pr,opened_core,210,ggallen,"Add upload of artifacts. Prep for MVP.",https://github.com/fullsend-ai/fullsend/pull/210
2026-04-10,fullsend,pr,opened_core,223,waynesun09,"chore: add Apache 2.0 license file",https://github.com/fullsend-ai/fullsend/pull/223
2026-04-10,fullsend,pr,opened_core,221,ralphbean,"Skip e2e tests gracefully on fork PRs",https://github.com/fullsend-ai/fullsend/pull/221
2026-04-10,fullsend,pr,opened_core,220,rh-hemartin,"Add automated branch cleanup",https://github.com/fullsend-ai/fullsend/pull/220
2026-04-10,fullsend,pr,opened_core,219,ascerra,"feat: add scribe agent — meeting notes → GitHub issue backlog",https://github.com/fullsend-ai/fullsend/pull/219
2026-04-10,fullsend,pr,opened_core,218,rh-hemartin,"Fix enrollment analyze reporting not-installed with no repos",https://github.com/fullsend-ai/fullsend/pull/218
2026-04-10,fullsend,pr,opened_core,217,rh-hemartin,"Fix org secret visibility to always use selected",https://github.com/fullsend-ai/fullsend/pull/217
2026-04-12,fullsend,pr,opened_core,225,ifireball,"ci/docs: deploy documentation site on Cloudflare with PR previews",https://github.com/fullsend-ai/fullsend/pull/225
2026-04-13,fullsend,pr,opened_core,231,maruiz93,"Add fullsend run agent command and experiment for test it",https://github.com/fullsend-ai/fullsend/pull/231
2026-04-13,fullsend,pr,opened_core,230,waynesun09,"fix: harden entrypoint output handling in fullsend action",https://github.com/fullsend-ai/fullsend/pull/230
2026-04-13,fullsend,pr,opened_core,229,rh-hemartin,"docs: add Caveman to landscape analysis",https://github.com/fullsend-ai/fullsend/pull/229
2026-04-13,fullsend,pr,opened_core,227,ifireball,"Admin SPA phase 1: docs, site deploy, OAuth experiment",https://github.com/fullsend-ai/fullsend/pull/227
2026-04-14,fullsend,pr,opened_core,238,ggallen,"Update workflows for MVP.",https://github.com/fullsend-ai/fullsend/pull/238
2026-04-15,fullsend,pr,opened_core,248,ben-alkov,"feat: code agent post-script and provider",https://github.com/fullsend-ai/fullsend/pull/248
2026-04-15,fullsend,pr,opened_core,242,ifireball,"Layout: web/, cloudflare_site/, _bundle deploy artifact (ADR 0019)",https://github.com/fullsend-ai/fullsend/pull/242
2026-04-15,fullsend,pr,opened_core,241,ascerra,"docs: add code agent evaluation experiment with V8 hybrid validation",https://github.com/fullsend-ai/fullsend/pull/241
2026-04-15,fullsend,pr,opened_core,240,ifireball,"feat(admin): Scaffold  Vite/Svelte admin SPA with oAuth",https://github.com/fullsend-ai/fullsend/pull/240
2026-04-15,fullsend,pr,opened_core,239,waynesun09,"feat: layered prompt injection security scanning",https://github.com/fullsend-ai/fullsend/pull/239
2026-04-16,fullsend,issue,opened_external,258,clubanderson,"Your framework is cited in the AI Codebase Maturity Model dashboard",https://github.com/fullsend-ai/fullsend/issues/258
2026-04-16,fullsend,issue,opened_external,249,clubanderson,"KubeStellar Console's ACMM dashboard detects Fullsend readiness patterns in any repo",https://github.com/fullsend-ai/fullsend/issues/249
2026-04-16,fullsend,pr,opened_core,262,maruiz93,"docs: JSONL reasoning trace exposure from sandboxed agents",https://github.com/fullsend-ai/fullsend/pull/262
2026-04-16,fullsend,pr,opened_core,259,waynesun09,"experiment: add reasoning monitor agent for prompt injection detection",https://github.com/fullsend-ai/fullsend/pull/259
2026-04-16,fullsend,pr,opened_core,256,maruiz93,"Add HOW_TO skills for experiment reproducibility",https://github.com/fullsend-ai/fullsend/pull/256
2026-04-16,fullsend,pr,opened_core,253,ggallen,"Final changes for MVP.",https://github.com/fullsend-ai/fullsend/pull/253
2026-04-16,fullsend,pr,opened_core,251,maruiz93,"Add ADR for harness-level output schema enforcement",https://github.com/fullsend-ai/fullsend/pull/251
2026-04-16,fullsend,pr,opened_core,250,maruiz93,"docs: add ADR for per-agent sandboxing of single-responsibility agents",https://github.com/fullsend-ai/fullsend/pull/250
2026-04-17,fullsend,pr,opened_core,268,ralphbean,"Remove nonexistent --type flag from filing-issues skill",https://github.com/fullsend-ai/fullsend/pull/268
2026-04-17,fullsend,pr,opened_core,264,ralphbean,"Connect installer to Stories 2/7 content (and move enrollment to a repo maintenance workflow in the .fullsend repo)",https://github.com/fullsend-ai/fullsend/pull/264
2026-04-17,fullsend,pr,opened_core,263,rh-hemartin,"Remove experiments",https://github.com/fullsend-ai/fullsend/pull/263
2026-04-17,experiments,pr,opened_core,1,rh-hemartin,"Add CODEOWNERS",https://github.com/fullsend-ai/experiments/pull/1
2026-04-20,fullsend,pr,opened_core,286,ascerra,"feat: add code agent scaffold, image, and push pipeline",https://github.com/fullsend-ai/fullsend/pull/286
2026-04-20,fullsend,pr,opened_core,285,waynesun09,"feat: native Go ONNX prompt injection scanner with sandbox image build",https://github.com/fullsend-ai/fullsend/pull/285
2026-04-20,fullsend,pr,opened_core,284,waynesun09,"feat: add agent progress tracking to CLI run command",https://github.com/fullsend-ai/fullsend/pull/284
2026-04-20,fullsend,pr,opened_core,279,ralphbean,"feat: implement triage agent (Story 3, #126)",https://github.com/fullsend-ai/fullsend/pull/279
2026-04-20,fullsend,pr,opened_core,277,ralphbean,"feat: add --vendor-fullsend-binary for dev iteration",https://github.com/fullsend-ai/fullsend/pull/277
2026-04-20,fullsend,pr,opened_core,275,maruiz93,"Fix release workflow deprecation warnings",https://github.com/fullsend-ai/fullsend/pull/275
2026-04-20,fullsend,pr,opened_core,273,maruiz93,"Add replay-session skill",https://github.com/fullsend-ai/fullsend/pull/273
2026-04-21,fullsend,issue,opened_external,302,waveywaves,"Define and detect agent drift with measurable thresholds",https://github.com/fullsend-ai/fullsend/issues/302
2026-04-21,fullsend,issue,opened_external,301,waveywaves,"Detect intent composition: multiple low-tier changes composing into unauthorized higher-tier feature",https://github.com/fullsend-ai/fullsend/issues/301
2026-04-21,fullsend,issue,opened_external,300,waveywaves,"Design automated intent tier classification for agent changes",https://github.com/fullsend-ai/fullsend/issues/300
2026-04-21,fullsend,issue,opened_external,299,waveywaves,"CI enforcement for CLAUDE.md size limits and context file governance",https://github.com/fullsend-ai/fullsend/issues/299
2026-04-21,fullsend,issue,opened_external,298,waveywaves,"Design multi-repo context loading strategy for cross-repo agent changes",https://github.com/fullsend-ai/fullsend/issues/298
2026-04-21,fullsend,issue,opened_external,297,waveywaves,"Evaluate AST-based code graph indexing for cross-file impact analysis",https://github.com/fullsend-ai/fullsend/issues/297
2026-04-21,fullsend,issue,opened_external,296,waveywaves,"Evaluate Langfuse deployment threshold vs structured logging",https://github.com/fullsend-ai/fullsend/issues/296
2026-04-21,fullsend,issue,opened_external,295,waveywaves,"Define quality metrics for autonomous software factory",https://github.com/fullsend-ai/fullsend/issues/295
2026-04-21,fullsend,issue,opened_external,294,waveywaves,"Define trace granularity and retention policy for agent reasoning traces",https://github.com/fullsend-ai/fullsend/issues/294
2026-04-21,fullsend,pr,opened_core,318,waynesun09,"fix: mask GCP credential paths and migrate app-id to client-id",https://github.com/fullsend-ai/fullsend/pull/318
2026-04-21,fullsend,pr,opened_core,317,ralphbean,"fix: add issues:read permission to review app manifest",https://github.com/fullsend-ai/fullsend/pull/317
2026-04-21,fullsend,pr,opened_core,316,ascerra,"fix: improve dispatch token PAT instructions for manual permissions",https://github.com/fullsend-ai/fullsend/pull/316
2026-04-21,fullsend,pr,opened_core,314,ralphbean,"feat: add code image build to sandbox-image workflow",https://github.com/fullsend-ai/fullsend/pull/314
2026-04-21,fullsend,pr,opened_core,309,maruiz93,"Add experiments repo as a git submodule",https://github.com/fullsend-ai/fullsend/pull/309
2026-04-21,fullsend,pr,opened_core,307,rh-hemartin,"Add --verbose flag to claude CLI invocation",https://github.com/fullsend-ai/fullsend/pull/307
2026-04-21,fullsend,pr,opened_core,305,rh-hemartin,"Fix hooks directory mismatch in sandbox bootstrap",https://github.com/fullsend-ai/fullsend/pull/305
2026-04-21,fullsend,pr,opened_core,293,maruiz93,"Add ADR for allowed and disallowed tools for agents",https://github.com/fullsend-ai/fullsend/pull/293
2026-04-21,fullsend,pr,opened_core,292,rh-hemartin,"Replace SSH wrappers with openshell sandbox exec",https://github.com/fullsend-ai/fullsend/pull/292
2026-04-21,fullsend,pr,opened_core,291,rh-hemartin,"Fix model validation to accept Vertex AI @version syntax",https://github.com/fullsend-ai/fullsend/pull/291
2026-04-21,fullsend,pr,opened_core,290,rh-hemartin,"Add step timing and fix sandbox create blocking",https://github.com/fullsend-ai/fullsend/pull/290
2026-04-21,experiments,pr,opened_core,2,waynesun09,"experiment: add reasoning monitor agent for prompt injection detection",https://github.com/fullsend-ai/experiments/pull/2
2026-04-22,fullsend,issue,opened_external,336,oswcab,"Dependency bot PR triage and merge automation",https://github.com/fullsend-ai/fullsend/issues/336
2026-04-22,fullsend,pr,opened_core,344,ralphbean,"feat(action): log fullsend CLI version at workflow start",https://github.com/fullsend-ai/fullsend/pull/344
2026-04-22,fullsend,pr,opened_core,343,ralphbean,"fix(sandbox): force executable bit on host_files copied into bin/",https://github.com/fullsend-ai/fullsend/pull/343
2026-04-22,fullsend,pr,opened_core,342,ralphbean,"feat: add release name_template and cutting-releases skill",https://github.com/fullsend-ai/fullsend/pull/342
2026-04-22,fullsend,pr,opened_core,341,ralphbean,"feat(scripts): add context URL notices to agent pre scripts",https://github.com/fullsend-ai/fullsend/pull/341
2026-04-22,fullsend,pr,opened_core,338,ralphbean,"fix: single-stack install eliminates duplicate config writes",https://github.com/fullsend-ai/fullsend/pull/338
2026-04-22,fullsend,pr,opened_core,337,ascerra,"feat: add fix agent for automated PR review remediation",https://github.com/fullsend-ai/fullsend/pull/337
2026-04-22,fullsend,pr,opened_core,332,ralphbean,"docs: add user documentation structure and initial guides",https://github.com/fullsend-ai/fullsend/pull/332
2026-04-22,fullsend,pr,opened_core,328,rh-hemartin,"docs: add onboarding how-to guide for new organizations",https://github.com/fullsend-ai/fullsend/pull/328
2026-04-22,fullsend,pr,opened_core,321,ralphbean,"Replace us-east5 region with global",https://github.com/fullsend-ai/fullsend/pull/321
2026-04-22,fullsend,pr,opened_core,320,rh-hemartin,"Detect stale GitHub App permissions during admin install",https://github.com/fullsend-ai/fullsend/pull/320
2026-04-23,fullsend,pr,opened_core,399,ralphbean,"feat: add blocked outcome to triage agent",https://github.com/fullsend-ai/fullsend/pull/399
2026-04-23,fullsend,pr,opened_core,396,ralphbean,"fix: disable automatic triage on issue open/edit",https://github.com/fullsend-ai/fullsend/pull/396
2026-04-23,fullsend,pr,opened_core,392,ascerra,"docs: fix /implement references to /code in user guide",https://github.com/fullsend-ai/fullsend/pull/392
2026-04-23,fullsend,pr,opened_core,390,ggallen,"Add dispatching to support easy adding/replacement of agents",https://github.com/fullsend-ai/fullsend/pull/390
2026-04-23,fullsend,pr,opened_core,388,waynesun09,"fix: complete review agent loop prevention",https://github.com/fullsend-ai/fullsend/pull/388
2026-04-23,fullsend,pr,opened_core,387,ascerra,"fix: remove pull_request_review trigger from shim to stop review loop",https://github.com/fullsend-ai/fullsend/pull/387
2026-04-23,fullsend,pr,opened_core,384,ralphbean,"docs: add runtime architecture diagrams",https://github.com/fullsend-ai/fullsend/pull/384
2026-04-23,fullsend,pr,opened_core,382,ascerra,"fix: remove PATH override from code-agent.env scaffold",https://github.com/fullsend-ai/fullsend/pull/382
2026-04-23,fullsend,pr,opened_core,380,ralphbean,"fix: remove pull_request_review trigger to stop review bot loop",https://github.com/fullsend-ai/fullsend/pull/380
2026-04-23,fullsend,pr,opened_core,379,ralphbean,"fix: use absolute path for fullsend binary in pre-agent scan",https://github.com/fullsend-ai/fullsend/pull/379
2026-04-23,fullsend,pr,opened_core,376,ralphbean,"fix: reconcile org secret access during repo enrollment",https://github.com/fullsend-ai/fullsend/pull/376
2026-04-23,fullsend,pr,opened_core,375,maruiz93,"Add ADR 0025: provider-based credential delivery for sandboxed agents",https://github.com/fullsend-ai/fullsend/pull/375
